n_step,reward,epsilon
26211,-784.3319999998719,1.0
2052,30.027999999999963,0.999
4755,-60.73700000000039,0.998001
11098,-268.4950000000037,0.997002999
10442,-258.44000000000295,0.996005996001
6418,-111.89499999999518,0.995009990004999
11893,-303.925000000009,0.994014980014994
18598,-526.1359999999744,0.993020965034979
2357,19.907999999999248,0.992027944069944
4477,-53.19000000000102,0.991035916125874
3497,-18.114000000003173,0.9900448802097482
8892,-195.20199999999585,0.9890548353295384
11222,-276.5360000000029,0.9880657804942089
17843,-494.8699999999841,0.9870777147137147
3271,-11.42800000000284,0.986090636999001
2204,27.702999999999818,0.985104546362002
3995,-32.32700000000354,0.9841194418156399
5450,-86.06699999999715,0.9831353223738244
18439,-513.9709999999778,0.9821521870514505
2922,1.56999999999816,0.981170034864399
2610,13.140999999998868,0.9801888648295347
28045,-839.4789999998447,0.9792086759647052
1821,37.84400000000026,0.9782294672887404
2145,27.610999999999635,0.9772512378214517
5450,-84.63399999999737,0.9762739865836302
671,77.53400000000002,0.9752977125970466
1456,50.13100000000005,0.9743224148844496
5503,-85.3719999999971,0.9733480924695651
8910,-199.6429999999956,0.9723747443770956
8538,-187.61199999999477,0.9714023696327184
9647,-225.99799999999814,0.9704309672630858
1610,46.3800000000002,0.9694605362958226
20898,-592.9349999999441,0.9684910757595268
10524,-252.16600000000338,0.9675225846837673
11105,-272.44100000000304,0.9665550620990835
1434,51.073000000000064,0.9655885070369844
9243,-209.18899999999647,0.9646229185299474
4598,-55.95200000000084,0.9636582956114175
11686,-297.31600000000753,0.9626946373158061
10478,-253.60800000000086,0.9617319426784903
12101,-299.1160000000033,0.9607702107358118
6858,-131.94799999999282,0.959809440525076
19198,-546.6849999999655,0.9588496310845509
2007,33.8990000000002,0.9578907814534663
7491,-155.61399999999054,0.9569328906720129
3790,-28.402000000003966,0.9559759577813408
1323,53.65900000000007,0.9550199818235595
3547,-21.5600000000031,0.954064961841736
11975,-300.86500000000535,0.9531108968798943
33949,-1025.350999999814,0.9521577859830144
8877,-195.72599999999466,0.9512056281970314
35437,-1075.7169999998305,0.9502544225688343
5532,-82.26699999999849,0.9493041681462654
7876,-163.02699999999263,0.9483548639781192
7656,-153.20099999999147,0.947406509114141
9359,-213.8779999999963,0.9464591026050269
1233,58.096000000000025,0.9455126435024219
5013,-64.63799999999996,0.9445671308589194
4856,-70.0539999999994,0.9436225637280605
29072,-866.1569999998385,0.9426789411643325
1518,47.20500000000005,0.9417362622231682
4784,-56.691000000001054,0.9407945259609449
11861,-293.79100000000653,0.9398537314349841
14272,-367.53200000001306,0.9389138777035491
9109,-206.66399999999675,0.9379749638258454
7403,-151.7519999999922,0.9370369888620197
36706,-1130.3959999998226,0.9360999518731576
7197,-128.67099999999303,0.9351638519212845
13933,-367.249000000014,0.9342286880693632
6138,-109.7279999999965,0.9332944593812939
5415,-85.46599999999782,0.9323611649219126
13879,-359.94800000001055,0.9314288037569907
2456,15.421999999998832,0.9304973749532336
8251,-180.27699999999174,0.9295668775782804
3348,-10.80500000000336,0.9286373107007021
15838,-435.3890000000123,0.9277086733900014
3414,-16.191000000002774,0.9267809647166114
8230,-178.9719999999922,0.9258541837518948
5018,-65.25900000000016,0.9249283295681429
18318,-518.0409999999684,0.9240034012385747
17801,-471.6089999999948,0.9230793978373362
4166,-36.164000000003114,0.9221563184394989
4585,-55.82500000000131,0.9212341621210594
3202,-12.30400000000266,0.9203129279589383
23324,-673.1439999999088,0.9193926150309794
20976,-588.2229999999415,0.9184732224159483
6544,-118.36099999999367,0.9175547491935324
2135,30.47799999999991,0.9166371944443389
4055,-37.16100000000294,0.9157205572498945
7369,-149.66699999999102,0.9148048366926447
6877,-124.34699999999442,0.913890031855952
5768,-96.6349999999963,0.912976141824096
16970,-473.2029999999878,0.912063165682272
2205,28.849000000000103,0.9111511025165897
5930,-101.86599999999594,0.9102399514140731
3865,-28.66200000000363,0.9093297114626591
909,67.78499999999994,0.9084203817511963
2127,27.707999999999373,0.9075119613694451
2972,-4.173000000002787,0.9066044494080757
1284,56.42600000000002,0.9056978449586677
4729,-63.916999999999106,0.9047921471137089
3681,-20.755000000003264,0.9038873549665952
15624,-426.81000000000756,0.9029834676116286
2651,10.534999999998433,0.902080484144017
4834,-62.39100000000066,0.901178403659873
16416,-443.4440000000078,0.9002772252562131
8261,-168.1519999999927,0.8993769480309569
13858,-355.11300000001086,0.8984775710829259
2546,11.207999999998648,0.8975790935118431
1355,53.30500000000019,0.8966815144183312
1969,32.65299999999998,0.8957848329039129
2743,10.36099999999837,0.894889048071009
963,65.722,0.8939941590229379
7132,-156.84199999999177,0.893100164863915
1192,58.702000000000076,0.8922070646990511
10511,-243.64700000000175,0.891314857634352
3677,-26.258000000003875,0.8904235427767176
8571,-195.72399999999186,0.889533119233941
2088,30.745999999999952,0.8886435861147071
10166,-228.030999999999,0.8877549425285923
2857,-1.94300000000176,0.8868671875860638
21388,-583.0149999999542,0.8859803203984776
7828,-144.1539999999921,0.8850943400780792
5989,-97.99699999999663,0.8842092457380011
36688,-1071.3909999998286,0.8833250364922631
2165,28.466999999999587,0.8824417114557708
3614,-21.239000000003614,0.8815592697443151
7484,-152.5229999999894,0.8806777104745708
1200,60.57100000000008,0.8797970327640962
4916,-64.4859999999996,0.8789172357313321
