n_step,reward,epsilon
6525,-118.2749999999941,1.2
16193,-446.5340000000042,1.1964107676969093
3157,-4.548000000002517,1.1928429423459244
1898,36.36700000000026,1.1892963330029733
5455,-83.21499999999821,1.1857707509881423
7321,-147.53499999999178,1.1822660098522169
25958,-773.8689999998796,1.1787819253438114
4553,-52.66700000000169,1.1753183153770814
25488,-763.242999999887,1.171875
6799,-128.22099999999367,1.168451801363194
5842,-99.07999999999622,1.1650485436893203
8507,-186.24699999999333,1.1616650532429817
14118,-370.827000000015,1.1583011583011582
5191,-75.49899999999928,1.1549566891241578
4938,-64.72500000000011,1.1516314779270633
2285,21.107999999999123,1.1483253588516746
8921,-197.89399999999517,1.1450381679389312
15891,-435.3540000000081,1.141769743101808
18488,-527.6729999999698,1.1385199240986716
4666,-58.76600000000104,1.1352885525070955
10805,-261.2000000000012,1.1320754716981132
23000,-679.4529999999154,1.1288805268109126
7877,-165.8839999999923,1.125703564727955
5217,-73.27299999999919,1.1225444340505144
15392,-417.4350000000169,1.1194029850746268
4051,-38.555000000002394,1.1162790697674418
13648,-352.9590000000104,1.1131725417439702
10580,-254.8910000000027,1.1100832562442182
9018,-202.0749999999951,1.107011070110701
9194,-208.48699999999488,1.1039558417663293
12690,-322.6380000000106,1.1009174311926604
6300,-110.86199999999549,1.0978956999085088
12528,-323.49500000000864,1.0948905109489049
14629,-398.28700000001606,1.091901728844404
13630,-361.5170000000121,1.0889292196007259
5312,-78.69799999999837,1.085972850678733
4854,-62.260000000001284,1.083032490974729
6440,-117.51199999999419,1.08010801080108
30013,-910.2099999998213,1.0771992818671452
21695,-629.5129999999322,1.0743061772605191
7050,-131.16799999999324,1.0714285714285714
1382,52.668000000000134,1.068566340160285
6562,-118.07399999999424,1.0657193605683837
29121,-878.6019999998302,1.0628875110717448
14827,-394.6880000000168,1.0600706713780916
7751,-160.5029999999923,1.0572687224669604
8061,-171.13499999999337,1.0544815465729351
6280,-112.30599999999498,1.0517090271691498
2823,3.8789999999982,1.0489510489510487
4403,-50.69400000000094,1.046207497820401
10860,-257.8880000000016,1.0434782608695652
