n_step,reward,epsilon
9714,-224.2769999999959,1.2
3097,-0.3490000000021496,1.1982026959560659
36136,-1112.7479999998325,1.1964107676969093
2569,13.504999999998631,1.1946241911398705
6556,-120.12499999999429,1.1928429423459244
8900,-199.61499999999543,1.1910669975186103
5557,-84.96799999999796,1.1892963330029733
5317,-79.60699999999832,1.1875309252845125
15179,-407.57700000001824,1.1857707509881423
6446,-117.47899999999363,1.1840157868771581
5594,-86.58199999999805,1.1822660098522169
5463,-84.0699999999982,1.1805213969503197
5029,-67.87199999999939,1.1787819253438114
5334,-77.49999999999847,1.1770475723393818
17677,-496.0549999999834,1.1753183153770814
2435,18.032999999999078,1.17359413202934
12114,-303.1060000000082,1.171875
7993,-173.1549999999925,1.1701608971233544
2343,22.00699999999921,1.168451801363194
5965,-100.99999999999616,1.166747690811862
15568,-421.9550000000131,1.1650485436893203
27061,-814.967999999857,1.16335433834222
10107,-241.1500000000003,1.1616650532429817
3899,-29.759000000004164,1.1599806669888835
9302,-215.95199999999753,1.1583011583011582
19560,-558.6099999999558,1.1566265060240963
42115,-1318.110999999866,1.1549566891241578
2296,22.10299999999937,1.1532916866890917
24749,-732.7229999998949,1.1516314779270633
7158,-142.95399999999228,1.149976042165788
27571,-828.6969999998499,1.1483253588516746
5705,-92.93599999999776,1.1466794075489728
6104,-104.48599999999628,1.1450381679389312
2123,26.437999999999505,1.1434016198189612
5096,-72.56499999999933,1.141769743101808
4598,-55.65300000000086,1.1401425178147269
1925,33.05299999999997,1.1385199240986716
5668,-87.88599999999849,1.1369019422074844
11867,-297.2730000000066,1.1352885525070955
19330,-554.1289999999566,1.1336797354747283
9269,-213.73899999999577,1.1320754716981132
7086,-138.49499999999227,1.1304757418747053
26579,-798.6059999998685,1.1288805268109126
2670,11.611999999998645,1.1272898074213245
6059,-102.87799999999604,1.125703564727955
30409,-916.7289999998208,1.124121779859485
20733,-596.8299999999483,1.1225444340505144
9045,-202.04099999999696,1.120971508640822
